Nom du port,ETA,produit,poid du produit
sfax,06/04/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/04/2018 21:00,varac liquide,3058.0
sfax,13/04/2018 03:00,cereales,8830.0
sfax,14/04/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/04/2018 21:00,varac solide,5066.0
sfax,13/04/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/04/2018 10:30,varac solide,1055.0
sfax,06/04/2018 03:00,conteneurs tonnage,6025.0
sfax,08/04/2018 00:00,cereales,13450.0
sfax,13/04/2018 03:00,varac solide,3450.0
sfax,28/04/2018 03:00,Hydrocarbures,1263.0
sfax,06/05/2018 03:00,cereales,12225.0
sfax,25/04/2018 19:00,conteneurs tonnage,670.0
sfax,28/04/2018 03:00,cereales,5450.0
sfax,28/04/2018 09:00,varac liquide,1058.0
sfax,04/05/2018 06:00,varac solide,3040.0
sfax,06/05/2018 03:00,cereales,6860.0
sfax,28/04/2018 03:00,varac solide,5120.0
sfax,28/04/2018 04:00,cereales,2860.0
sfax,06/05/2018 03:00,varac solide,4500.0
sfax,06/05/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/05/2018 21:00,varac liquide,3058.0
sfax,13/05/2018 03:00,cereales,8830.0
sfax,14/05/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/05/2018 21:00,varac solide,5066.0
sfax,13/05/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/05/2018 10:30,varac solide,1055.0
sfax,06/05/2018 03:00,conteneurs tonnage,6025.0
sfax,08/05/2018 00:00,cereales,13450.0
sfax,13/05/2018 03:00,varac solide,3450.0
sfax,28/05/2018 03:00,Hydrocarbures,1263.0
sfax,06/06/2018 03:00,cereales,12225.0
sfax,25/05/2018 19:00,conteneurs tonnage,670.0
sfax,28/05/2018 03:00,cereales,5450.0
sfax,28/05/2018 09:00,varac liquide,1058.0
sfax,04/06/2018 06:00,varac solide,3040.0
sfax,06/06/2018 03:00,cereales,6860.0
sfax,28/05/2018 03:00,varac solide,5120.0
sfax,28/05/2018 04:00,cereales,2860.0
sfax,06/06/2018 03:00,varac solide,4500.0
sfax,06/06/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/06/2018 21:00,varac liquide,3058.0
sfax,13/06/2018 03:00,cereales,8830.0
sfax,14/06/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/06/2018 21:00,varac solide,5066.0
sfax,13/06/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/06/2018 10:30,varac solide,1055.0
sfax,06/06/2018 03:00,conteneurs tonnage,6025.0
sfax,08/06/2018 00:00,cereales,13450.0
sfax,13/06/2018 03:00,varac solide,3450.0
sfax,28/06/2018 03:00,Hydrocarbures,1263.0
sfax,06/07/2018 03:00,cereales,12225.0
sfax,25/06/2018 19:00,conteneurs tonnage,670.0
sfax,28/06/2018 03:00,cereales,5450.0
sfax,28/06/2018 09:00,varac liquide,1058.0
sfax,04/07/2018 06:00,varac solide,3040.0
sfax,06/07/2018 03:00,cereales,6860.0
sfax,28/06/2018 03:00,varac solide,5120.0
sfax,28/06/2018 04:00,cereales,2860.0
sfax,06/07/2018 03:00,varac solide,4500.0
sfax,06/07/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/07/2018 21:00,varac liquide,3058.0
sfax,13/07/2018 03:00,cereales,8830.0
sfax,14/07/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/07/2018 21:00,varac solide,5066.0
sfax,13/07/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/07/2018 10:30,varac solide,1055.0
sfax,06/07/2018 03:00,conteneurs tonnage,6025.0
sfax,08/07/2018 00:00,cereales,13450.0
sfax,13/07/2018 03:00,varac solide,3450.0
sfax,28/07/2018 03:00,Hydrocarbures,1263.0
sfax,06/08/2018 03:00,cereales,12225.0
sfax,25/07/2018 19:00,conteneurs tonnage,670.0
sfax,28/07/2018 03:00,cereales,5450.0
sfax,28/07/2018 09:00,varac liquide,1058.0
sfax,04/08/2018 06:00,varac solide,3040.0
sfax,06/08/2018 03:00,cereales,6860.0
sfax,28/07/2018 03:00,varac solide,5120.0
sfax,28/07/2018 04:00,cereales,2860.0
sfax,06/08/2018 03:00,varac solide,4500.0
sfax,06/08/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/08/2018 21:00,varac liquide,3058.0
sfax,13/08/2018 03:00,cereales,8830.0
sfax,14/08/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/08/2018 21:00,varac solide,5066.0
sfax,13/08/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/08/2018 10:30,varac solide,1055.0
sfax,06/08/2018 03:00,conteneurs tonnage,6025.0
sfax,08/08/2018 00:00,cereales,13450.0
sfax,13/08/2018 03:00,varac solide,3450.0
sfax,28/08/2018 03:00,Hydrocarbures,1263.0
sfax,06/09/2018 03:00,cereales,12225.0
sfax,25/08/2018 19:00,conteneurs tonnage,670.0
sfax,28/08/2018 03:00,cereales,5450.0
sfax,28/08/2018 09:00,varac liquide,1058.0
sfax,04/09/2018 06:00,varac solide,3040.0
sfax,06/09/2018 03:00,cereales,6860.0
sfax,28/08/2018 03:00,varac solide,5120.0
sfax,28/08/2018 04:00,cereales,2860.0
sfax,06/09/2018 03:00,varac solide,4500.0
sfax,06/09/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/09/2018 21:00,varac liquide,3058.0
sfax,13/09/2018 03:00,cereales,8830.0
sfax,14/09/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/09/2018 21:00,varac solide,5066.0
sfax,13/09/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/09/2018 10:30,varac solide,1055.0
sfax,06/09/2018 03:00,conteneurs tonnage,6025.0
sfax,08/09/2018 00:00,cereales,13450.0
sfax,13/09/2018 03:00,varac solide,3450.0
sfax,28/09/2018 03:00,Hydrocarbures,1263.0
sfax,06/10/2018 03:00,cereales,12225.0
sfax,25/09/2018 19:00,conteneurs tonnage,670.0
sfax,28/09/2018 03:00,cereales,5450.0
sfax,28/09/2018 09:00,varac liquide,1058.0
sfax,04/10/2018 06:00,varac solide,3040.0
sfax,06/10/2018 03:00,cereales,6860.0
sfax,28/09/2018 03:00,varac solide,5120.0
sfax,28/09/2018 04:00,cereales,2860.0
sfax,06/10/2018 03:00,varac solide,4500.0
sfax,06/10/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/10/2018 21:00,varac liquide,3058.0
sfax,13/10/2018 03:00,cereales,8830.0
sfax,14/10/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/10/2018 21:00,varac solide,5066.0
sfax,13/10/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/10/2018 10:30,varac solide,1055.0
sfax,06/10/2018 03:00,conteneurs tonnage,6025.0
sfax,08/10/2018 00:00,cereales,13450.0
sfax,13/10/2018 03:00,varac solide,3450.0
sfax,28/10/2018 03:00,Hydrocarbures,1263.0
sfax,06/11/2018 03:00,cereales,12225.0
sfax,25/10/2018 19:00,conteneurs tonnage,670.0
sfax,28/10/2018 03:00,cereales,5450.0
sfax,28/10/2018 09:00,varac liquide,1058.0
sfax,04/11/2018 06:00,varac solide,3040.0
sfax,06/11/2018 03:00,cereales,6860.0
sfax,28/10/2018 03:00,varac solide,5120.0
sfax,28/10/2018 04:00,cereales,2860.0
sfax,06/11/2018 03:00,varac solide,4500.0
sfax,06/11/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/11/2018 21:00,varac liquide,3058.0
sfax,13/11/2018 03:00,cereales,8830.0
sfax,14/11/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/11/2018 21:00,varac solide,5066.0
sfax,13/11/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/11/2018 10:30,varac solide,1055.0
sfax,06/11/2018 03:00,conteneurs tonnage,6025.0
sfax,08/11/2018 00:00,cereales,13450.0
sfax,13/11/2018 03:00,varac solide,3450.0
sfax,28/11/2018 03:00,Hydrocarbures,1263.0
sfax,06/12/2018 03:00,cereales,12225.0
sfax,25/11/2018 19:00,conteneurs tonnage,670.0
sfax,28/11/2018 03:00,cereales,5450.0
sfax,28/11/2018 09:00,varac liquide,1058.0
sfax,04/12/2018 06:00,varac solide,3040.0
sfax,06/12/2018 03:00,cereales,6860.0
sfax,28/11/2018 03:00,varac solide,5120.0
sfax,28/11/2018 04:00,cereales,2860.0
sfax,06/12/2018 03:00,varac solide,4500.0
sfax,06/12/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/12/2018 21:00,varac liquide,3058.0
sfax,13/12/2018 03:00,cereales,8830.0
sfax,14/12/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/12/2018 21:00,varac solide,5066.0
sfax,13/12/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/12/2018 10:30,varac solide,1055.0
sfax,06/12/2018 03:00,conteneurs tonnage,6025.0
sfax,08/12/2018 00:00,cereales,13450.0
sfax,13/12/2018 03:00,varac solide,3450.0
sfax,28/12/2018 03:00,Hydrocarbures,1263.0
sfax,06/01/2018 03:00,cereales,12225.0
sfax,25/12/2018 19:00,conteneurs tonnage,670.0
sfax,28/12/2018 03:00,cereales,5450.0
sfax,28/12/2018 09:00,varac liquide,1058.0
sfax,04/01/2018 06:00,varac solide,3040.0
sfax,06/01/2018 03:00,cereales,6860.0
sfax,28/12/2018 03:00,varac solide,5120.0
sfax,28/12/2018 04:00,cereales,2860.0
sfax,06/01/2018 03:00,varac solide,4500.0
sfax,06/01/2018 03:00,conteneurs nombre EVP,290.0
sfax,08/01/2018 21:00,varac liquide,3058.0
sfax,13/01/2018 03:00,cereales,8830.0
sfax,14/01/2018 10:30,conteneurs nombre EVP,450.0
sfax,08/01/2018 21:00,varac solide,5066.0
sfax,13/01/2018 03:00,conteneurs nombre EVP,780.0
sfax,14/01/2018 10:30,varac solide,1055.0
sfax,06/01/2018 03:00,conteneurs tonnage,6025.0
sfax,08/01/2018 00:00,cereales,13450.0
sfax,13/01/2018 03:00,varac solide,3450.0
sfax,28/02/2017 03:00,Hydrocarbures,1263.0
sfax,06/03/2017 03:00,cereales,12225.0
sfax,25/02/2017 19:00,conteneurs tonnage,670.0
sfax,28/02/2017 03:00,cereales,5600.0
sfax,28/02/2017 09:00,varac liquide,1058.0
sfax,04/03/2017 06:00,varac solide,3040.0
sfax,06/03/2017 03:00,cereales,6860.0
sfax,28/02/2017 03:00,varac solide,5120.0
sfax,28/02/2017 04:00,cereales,2860.0
sfax,06/03/2017 03:00,varac solide,6000.0
sfax,06/03/2017 03:00,conteneurs nombre EVP,260.0
sfax,08/03/2017 21:00,varac liquide,3058.0
sfax,13/03/2017 03:00,cereales,8830.0
sfax,14/03/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/03/2017 21:00,varac solide,5066.0
sfax,13/03/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/03/2017 10:30,varac solide,1055.0
sfax,06/03/2017 03:00,conteneurs tonnage,6025.0
sfax,08/03/2017 00:00,cereales,13600.0
sfax,13/03/2017 03:00,varac solide,3600.0
sfax,28/01/2017 03:00,Hydrocarbures,1263.0
sfax,06/02/2017 03:00,cereales,12225.0
sfax,25/01/2017 19:00,conteneurs tonnage,670.0
sfax,28/01/2017 03:00,cereales,5600.0
sfax,28/01/2017 09:00,varac liquide,1058.0
sfax,04/02/2017 06:00,varac solide,3040.0
sfax,06/02/2017 03:00,cereales,6860.0
sfax,28/01/2017 03:00,varac solide,5120.0
sfax,28/01/2017 04:00,cereales,2860.0
sfax,06/02/2017 03:00,varac solide,6000.0
sfax,06/02/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/02/2017 21:00,varac liquide,3058.0
sfax,13/02/2017 03:00,cereales,8830.0
sfax,14/02/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/02/2017 21:00,varac solide,5066.0
sfax,13/02/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/02/2017 10:30,varac solide,1055.0
sfax,06/02/2017 03:00,conteneurs tonnage,6025.0
sfax,08/02/2017 00:00,cereales,13600.0
sfax,13/02/2017 03:00,varac solide,3600.0
sfax,28/03/2017 03:00,Hydrocarbures,1263.0
sfax,06/04/2017 03:00,cereales,12225.0
sfax,25/03/2017 19:00,conteneurs tonnage,670.0
sfax,28/03/2017 03:00,cereales,5600.0
sfax,28/03/2017 09:00,varac liquide,1058.0
sfax,04/04/2017 06:00,varac solide,3040.0
sfax,06/04/2017 03:00,cereales,6860.0
sfax,28/03/2017 03:00,varac solide,5120.0
sfax,28/03/2017 04:00,cereales,2860.0
sfax,06/04/2017 03:00,varac solide,6000.0
sfax,06/04/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/04/2017 21:00,varac liquide,3058.0
sfax,13/04/2017 03:00,cereales,8830.0
sfax,14/04/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/04/2017 21:00,varac solide,5066.0
sfax,13/04/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/04/2017 10:30,varac solide,1055.0
sfax,06/04/2017 03:00,conteneurs tonnage,6025.0
sfax,08/04/2017 00:00,cereales,13600.0
sfax,13/04/2017 03:00,varac solide,3600.0
sfax,28/04/2017 03:00,Hydrocarbures,1263.0
sfax,06/05/2017 03:00,cereales,12225.0
sfax,25/04/2017 19:00,conteneurs tonnage,670.0
sfax,28/04/2017 03:00,cereales,5600.0
sfax,28/04/2017 09:00,varac liquide,1058.0
sfax,04/05/2017 06:00,varac solide,3040.0
sfax,06/05/2017 03:00,cereales,6860.0
sfax,28/04/2017 03:00,varac solide,5120.0
sfax,28/04/2017 04:00,cereales,2860.0
sfax,06/05/2017 03:00,varac solide,6000.0
sfax,06/05/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/05/2017 21:00,varac liquide,3058.0
sfax,13/05/2017 03:00,cereales,8830.0
sfax,14/05/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/05/2017 21:00,varac solide,5066.0
sfax,13/05/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/05/2017 10:30,varac solide,1055.0
sfax,06/05/2017 03:00,conteneurs tonnage,6025.0
sfax,08/05/2017 00:00,cereales,13600.0
sfax,13/05/2017 03:00,varac solide,3600.0
sfax,28/05/2017 03:00,Hydrocarbures,1263.0
sfax,06/06/2017 03:00,cereales,12225.0
sfax,25/05/2017 19:00,conteneurs tonnage,670.0
sfax,28/05/2017 03:00,cereales,5600.0
sfax,28/05/2017 09:00,varac liquide,1058.0
sfax,04/06/2017 06:00,varac solide,3040.0
sfax,06/06/2017 03:00,cereales,6860.0
sfax,28/05/2017 03:00,varac solide,5120.0
sfax,28/05/2017 04:00,cereales,2860.0
sfax,06/06/2017 03:00,varac solide,6000.0
sfax,06/06/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/06/2017 21:00,varac liquide,3058.0
sfax,13/06/2017 03:00,cereales,8830.0
sfax,14/06/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/06/2017 21:00,varac solide,5066.0
sfax,13/06/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/06/2017 10:30,varac solide,1055.0
sfax,06/06/2017 03:00,conteneurs tonnage,6025.0
sfax,08/06/2017 00:00,cereales,13600.0
sfax,13/06/2017 03:00,varac solide,3600.0
sfax,28/06/2017 03:00,Hydrocarbures,1263.0
sfax,06/07/2017 03:00,cereales,12225.0
sfax,25/06/2017 19:00,conteneurs tonnage,670.0
sfax,28/06/2017 03:00,cereales,5600.0
sfax,28/06/2017 09:00,varac liquide,1058.0
sfax,04/07/2017 06:00,varac solide,3040.0
sfax,06/07/2017 03:00,cereales,6860.0
sfax,28/06/2017 03:00,varac solide,5120.0
sfax,28/06/2017 04:00,cereales,2860.0
sfax,06/07/2017 03:00,varac solide,6000.0
sfax,06/07/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/07/2017 21:00,varac liquide,3058.0
sfax,13/07/2017 03:00,cereales,8830.0
sfax,14/07/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/07/2017 21:00,varac solide,5066.0
sfax,13/07/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/07/2017 10:30,varac solide,1055.0
sfax,06/07/2017 03:00,conteneurs tonnage,6025.0
sfax,08/07/2017 00:00,cereales,13600.0
sfax,13/07/2017 03:00,varac solide,3600.0
sfax,28/07/2017 03:00,Hydrocarbures,1263.0
sfax,06/08/2017 03:00,cereales,12225.0
sfax,25/07/2017 19:00,conteneurs tonnage,670.0
sfax,28/07/2017 03:00,cereales,5600.0
sfax,28/07/2017 09:00,varac liquide,1058.0
sfax,04/08/2017 06:00,varac solide,3040.0
sfax,06/08/2017 03:00,cereales,6860.0
sfax,28/07/2017 03:00,varac solide,5120.0
sfax,28/07/2017 04:00,cereales,2860.0
sfax,06/08/2017 03:00,varac solide,6000.0
sfax,06/08/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/08/2017 21:00,varac liquide,3058.0
sfax,13/08/2017 03:00,cereales,8830.0
sfax,14/08/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/08/2017 21:00,varac solide,5066.0
sfax,13/08/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/08/2017 10:30,varac solide,1055.0
sfax,06/08/2017 03:00,conteneurs tonnage,6025.0
sfax,08/08/2017 00:00,cereales,13600.0
sfax,13/08/2017 03:00,varac solide,3600.0
sfax,28/08/2017 03:00,Hydrocarbures,1263.0
sfax,06/09/2017 03:00,cereales,12225.0
sfax,25/08/2017 19:00,conteneurs tonnage,670.0
sfax,28/08/2017 03:00,cereales,5600.0
sfax,28/08/2017 09:00,varac liquide,1058.0
sfax,04/09/2017 06:00,varac solide,3040.0
sfax,06/09/2017 03:00,cereales,6860.0
sfax,28/08/2017 03:00,varac solide,5120.0
sfax,28/08/2017 04:00,cereales,2860.0
sfax,06/09/2017 03:00,varac solide,6000.0
sfax,06/09/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/09/2017 21:00,varac liquide,3058.0
sfax,13/09/2017 03:00,cereales,8830.0
sfax,14/09/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/09/2017 21:00,varac solide,5066.0
sfax,13/09/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/09/2017 10:30,varac solide,1055.0
sfax,06/09/2017 03:00,conteneurs tonnage,6025.0
sfax,08/09/2017 00:00,cereales,13600.0
sfax,13/09/2017 03:00,varac solide,3600.0
sfax,28/09/2017 03:00,Hydrocarbures,1263.0
sfax,06/10/2017 03:00,cereales,12225.0
sfax,25/09/2017 19:00,conteneurs tonnage,670.0
sfax,28/09/2017 03:00,cereales,5600.0
sfax,28/09/2017 09:00,varac liquide,1058.0
sfax,04/10/2017 06:00,varac solide,3040.0
sfax,06/10/2017 03:00,cereales,6860.0
sfax,28/09/2017 03:00,varac solide,5120.0
sfax,28/09/2017 04:00,cereales,2860.0
sfax,06/10/2017 03:00,varac solide,6000.0
sfax,06/10/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/10/2017 21:00,varac liquide,3058.0
sfax,13/10/2017 03:00,cereales,8830.0
sfax,14/10/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/10/2017 21:00,varac solide,5066.0
sfax,13/10/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/10/2017 10:30,varac solide,1055.0
sfax,06/10/2017 03:00,conteneurs tonnage,6025.0
sfax,08/10/2017 00:00,cereales,13600.0
sfax,13/10/2017 03:00,varac solide,3600.0
sfax,28/10/2017 03:00,Hydrocarbures,1263.0
sfax,06/11/2017 03:00,cereales,12225.0
sfax,25/10/2017 19:00,conteneurs tonnage,670.0
sfax,28/10/2017 03:00,cereales,5600.0
sfax,28/10/2017 09:00,varac liquide,1058.0
sfax,04/11/2017 06:00,varac solide,3040.0
sfax,06/11/2017 03:00,cereales,6860.0
sfax,28/10/2017 03:00,varac solide,5120.0
sfax,28/10/2017 04:00,cereales,2860.0
sfax,06/11/2017 03:00,varac solide,6000.0
sfax,06/11/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/11/2017 21:00,varac liquide,3058.0
sfax,13/11/2017 03:00,cereales,8830.0
sfax,14/11/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/11/2017 21:00,varac solide,5066.0
sfax,13/11/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/11/2017 10:30,varac solide,1055.0
sfax,06/11/2017 03:00,conteneurs tonnage,6025.0
sfax,08/11/2017 00:00,cereales,13600.0
sfax,13/11/2017 03:00,varac solide,3600.0
sfax,28/11/2017 03:00,Hydrocarbures,1263.0
sfax,06/12/2017 03:00,cereales,12225.0
sfax,25/11/2017 19:00,conteneurs tonnage,670.0
sfax,28/11/2017 03:00,cereales,5600.0
sfax,28/11/2017 09:00,varac liquide,1058.0
sfax,04/12/2017 06:00,varac solide,3040.0
sfax,06/12/2017 03:00,cereales,6860.0
sfax,28/11/2017 03:00,varac solide,5120.0
sfax,28/11/2017 04:00,cereales,2860.0
sfax,06/12/2017 03:00,varac solide,6000.0
sfax,06/12/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/12/2017 21:00,varac liquide,3058.0
sfax,13/12/2017 03:00,cereales,8830.0
sfax,14/12/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/12/2017 21:00,varac solide,5066.0
sfax,13/12/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/12/2017 10:30,varac solide,1055.0
sfax,06/12/2017 03:00,conteneurs tonnage,6025.0
sfax,08/12/2017 00:00,cereales,13600.0
sfax,13/12/2017 03:00,varac solide,3600.0
sfax,28/12/2017 03:00,Hydrocarbures,1263.0
sfax,06/01/2017 03:00,cereales,12225.0
sfax,25/12/2017 19:00,conteneurs tonnage,670.0
sfax,28/12/2017 03:00,cereales,5600.0
sfax,28/12/2017 09:00,varac liquide,1058.0
sfax,04/01/2017 06:00,varac solide,3040.0
sfax,06/01/2017 03:00,cereales,6860.0
sfax,28/12/2017 03:00,varac solide,5120.0
sfax,28/12/2017 04:00,cereales,2860.0
sfax,06/01/2017 03:00,varac solide,6000.0
sfax,06/01/2017 03:00,conteneurs nombre EVP,290.0
sfax,08/01/2017 21:00,varac liquide,3058.0
sfax,13/01/2017 03:00,cereales,8830.0
sfax,14/01/2017 10:30,conteneurs nombre EVP,600.0
sfax,08/01/2017 21:00,varac solide,5066.0
sfax,13/01/2017 03:00,conteneurs nombre EVP,780.0
sfax,14/01/2017 10:30,varac solide,1055.0
sfax,06/01/2017 03:00,conteneurs tonnage,6025.0
sfax,08/01/2017 00:00,cereales,13600.0
sfax,13/01/2017 03:00,varac solide,3600.0
sfax,28/02/2016 03:00,Hydrocarbures,1263.0
sfax,06/03/2016 03:00,cereales,12225.0
sfax,25/02/2016 19:00,conteneurs tonnage,670.0
sfax,28/02/2016 03:00,cereales,5900.0
sfax,28/02/2016 09:00,varac liquide,1058.0
sfax,04/03/2016 06:00,varac solide,3040.0
sfax,06/03/2016 03:00,cereales,6860.0
sfax,28/02/2016 03:00,varac solide,5120.0
sfax,28/02/2016 04:00,cereales,2860.0
sfax,06/03/2016 03:00,varac solide,9000.0
sfax,06/03/2016 03:00,conteneurs nombre EVP,260.0
sfax,08/03/2016 21:00,varac liquide,3058.0
sfax,13/03/2016 03:00,cereales,8830.0
sfax,14/03/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/03/2016 21:00,varac solide,5066.0
sfax,13/03/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/03/2016 10:30,varac solide,1055.0
sfax,06/03/2016 03:00,conteneurs tonnage,6025.0
sfax,08/03/2016 00:00,cereales,13900.0
sfax,13/03/2016 03:00,varac solide,3900.0
sfax,28/01/2016 03:00,Hydrocarbures,1263.0
sfax,06/02/2016 03:00,cereales,12225.0
sfax,25/01/2016 19:00,conteneurs tonnage,670.0
sfax,28/01/2016 03:00,cereales,5900.0
sfax,28/01/2016 09:00,varac liquide,1058.0
sfax,04/02/2016 06:00,varac solide,3040.0
sfax,06/02/2016 03:00,cereales,6860.0
sfax,28/01/2016 03:00,varac solide,5120.0
sfax,28/01/2016 04:00,cereales,2860.0
sfax,06/02/2016 03:00,varac solide,9000.0
sfax,06/02/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/02/2016 21:00,varac liquide,3058.0
sfax,13/02/2016 03:00,cereales,8830.0
sfax,14/02/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/02/2016 21:00,varac solide,5066.0
sfax,13/02/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/02/2016 10:30,varac solide,1055.0
sfax,06/02/2016 03:00,conteneurs tonnage,6025.0
sfax,08/02/2016 00:00,cereales,13900.0
sfax,13/02/2016 03:00,varac solide,3900.0
sfax,28/03/2016 03:00,Hydrocarbures,1263.0
sfax,06/04/2016 03:00,cereales,12225.0
sfax,25/03/2016 19:00,conteneurs tonnage,670.0
sfax,28/03/2016 03:00,cereales,5900.0
sfax,28/03/2016 09:00,varac liquide,1058.0
sfax,04/04/2016 06:00,varac solide,3040.0
sfax,06/04/2016 03:00,cereales,6860.0
sfax,28/03/2016 03:00,varac solide,5120.0
sfax,28/03/2016 04:00,cereales,2860.0
sfax,06/04/2016 03:00,varac solide,9000.0
sfax,06/04/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/04/2016 21:00,varac liquide,3058.0
sfax,13/04/2016 03:00,cereales,8830.0
sfax,14/04/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/04/2016 21:00,varac solide,5066.0
sfax,13/04/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/04/2016 10:30,varac solide,1055.0
sfax,06/04/2016 03:00,conteneurs tonnage,6025.0
sfax,08/04/2016 00:00,cereales,13900.0
sfax,13/04/2016 03:00,varac solide,3900.0
sfax,28/04/2016 03:00,Hydrocarbures,1263.0
sfax,06/05/2016 03:00,cereales,12225.0
sfax,25/04/2016 19:00,conteneurs tonnage,670.0
sfax,28/04/2016 03:00,cereales,5900.0
sfax,28/04/2016 09:00,varac liquide,1058.0
sfax,04/05/2016 06:00,varac solide,3040.0
sfax,06/05/2016 03:00,cereales,6860.0
sfax,28/04/2016 03:00,varac solide,5120.0
sfax,28/04/2016 04:00,cereales,2860.0
sfax,06/05/2016 03:00,varac solide,9000.0
sfax,06/05/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/05/2016 21:00,varac liquide,3058.0
sfax,13/05/2016 03:00,cereales,8830.0
sfax,14/05/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/05/2016 21:00,varac solide,5066.0
sfax,13/05/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/05/2016 10:30,varac solide,1055.0
sfax,06/05/2016 03:00,conteneurs tonnage,6025.0
sfax,08/05/2016 00:00,cereales,13900.0
sfax,13/05/2016 03:00,varac solide,3900.0
sfax,28/05/2016 03:00,Hydrocarbures,1263.0
sfax,06/06/2016 03:00,cereales,12225.0
sfax,25/05/2016 19:00,conteneurs tonnage,670.0
sfax,28/05/2016 03:00,cereales,5900.0
sfax,28/05/2016 09:00,varac liquide,1058.0
sfax,04/06/2016 06:00,varac solide,3040.0
sfax,06/06/2016 03:00,cereales,6860.0
sfax,28/05/2016 03:00,varac solide,5120.0
sfax,28/05/2016 04:00,cereales,2860.0
sfax,06/06/2016 03:00,varac solide,9000.0
sfax,06/06/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/06/2016 21:00,varac liquide,3058.0
sfax,13/06/2016 03:00,cereales,8830.0
sfax,14/06/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/06/2016 21:00,varac solide,5066.0
sfax,13/06/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/06/2016 10:30,varac solide,1055.0
sfax,06/06/2016 03:00,conteneurs tonnage,6025.0
sfax,08/06/2016 00:00,cereales,13900.0
sfax,13/06/2016 03:00,varac solide,3900.0
