Nom du port,Nom du Navire,Voyage,Voyage local,Service,ETA,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import,produit,poid du produit,year,month,day
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-09-14 10:30:00,17/09/2019 10:30,O.M.M.P. SFAX,12/09/2019 22:30,--,conteneurs nombre EVP:400,conteneurs nombre EVP,400.0,2019.0,9.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-09-08 21:00:00,11/09/2019 10:00,O.M.M.P. SFAX,07/09/2019 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2019.0,9.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-09-13 03:00:00,14/09/2019 04:00,O.M.M.P. SFAX,11/09/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2019.0,9.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-09-14 10:30:00,17/09/2019 10:30,O.M.M.P. SFAX,12/09/2019 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2019.0,9.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-09-06 03:00:00,07/09/2019 04:00,O.M.M.P. SFAX,04/09/2019 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2019.0,9.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2019-09-08 00:00:00,11/09/2019 00:00,O.M.M.P. SFAX,06/09/2019 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2019.0,9.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-09-13 03:00:00,14/09/2019 04:00,O.M.M.P. SFAX,11/09/2019 15:00,--,varac solide:3400/conteneurs tonnage:150,varac solide,3400.0,2019.0,9.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-09-28 03:00:00,01/10/2019 17:00,O.M.M.P. SFAX,26/09/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2019.0,9.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-10-06 03:00:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400,cereales,12225.0,2019.0,10.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2019-09-25 19:00:00,28/09/2019 19:00,O.M.M.P. SFAX,24/09/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2019.0,9.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-09-28 03:00:00,29/09/2019 04:00,O.M.M.P. SFAX,26/09/2019 15:00,--,cereales:5400/Hydrocarbures:5163,cereales,5400.0,2019.0,9.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-09-28 09:00:00,01/10/2019 22:00,O.M.M.P. SFAX,26/09/2019 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2019.0,9.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2019-10-04 06:00:00,06/10/2019 18:00,O.M.M.P. SFAX,02/10/2019 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2019.0,10.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-10-06 03:00:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,cereales:6860/conteneurs tonnage:390,cereales,6860.0,2019.0,10.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-09-28 03:00:00,29/09/2019 04:00,O.M.M.P. SFAX,26/09/2019 15:00,--,varac solide:5120/,varac solide,5120.0,2019.0,9.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-09-28 04:00:00,01/10/2019 17:00,O.M.M.P. SFAX,26/09/2019 16:00,--,cereales:2860/,cereales,2860.0,2019.0,9.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-10-06 03:00:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,varac solide:4000/conteneurs tonnage:750,varac solide,4000.0,2019.0,10.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-10-06 03:00:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2019.0,10.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-10-08 21:00:00,11/10/2019 10:00,O.M.M.P. SFAX,07/10/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480,varac liquide,3058.0,2019.0,10.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-10-13 03:00:00,14/10/2019 04:00,O.M.M.P. SFAX,11/10/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400,cereales,8830.0,2019.0,10.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-10-14 10:30:00,17/10/2019 10:30,O.M.M.P. SFAX,12/10/2019 22:30,--,conteneurs nombre EVP:400,conteneurs nombre EVP,400.0,2019.0,10.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-10-08 21:00:00,11/10/2019 10:00,O.M.M.P. SFAX,07/10/2019 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2019.0,10.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-10-13 03:00:00,14/10/2019 04:00,O.M.M.P. SFAX,11/10/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2019.0,10.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-10-14 10:30:00,17/10/2019 10:30,O.M.M.P. SFAX,12/10/2019 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2019.0,10.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-10-06 03:00:00,07/10/2019 04:00,O.M.M.P. SFAX,04/10/2019 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2019.0,10.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2019-10-08 00:00:00,11/10/2019 00:00,O.M.M.P. SFAX,06/10/2019 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2019.0,10.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-10-13 03:00:00,14/10/2019 04:00,O.M.M.P. SFAX,11/10/2019 15:00,--,varac solide:3400/conteneurs tonnage:150,varac solide,3400.0,2019.0,10.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-10-28 03:00:00,01/11/2019 17:00,O.M.M.P. SFAX,26/10/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2019.0,10.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-11-06 03:00:00,07/11/2019 04:00,O.M.M.P. SFAX,04/11/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400,cereales,12225.0,2019.0,11.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2019-10-25 19:00:00,28/10/2019 19:00,O.M.M.P. SFAX,24/10/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2019.0,10.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-10-28 03:00:00,29/10/2019 04:00,O.M.M.P. SFAX,26/10/2019 15:00,--,cereales:5400/Hydrocarbures:5163,cereales,5400.0,2019.0,10.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-10-28 09:00:00,01/11/2019 22:00,O.M.M.P. SFAX,26/10/2019 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2019.0,10.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2019-11-04 06:00:00,06/11/2019 18:00,O.M.M.P. SFAX,02/11/2019 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2019.0,11.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-11-06 03:00:00,07/11/2019 04:00,O.M.M.P. SFAX,04/11/2019 15:00,--,cereales:6860/conteneurs tonnage:390,cereales,6860.0,2019.0,11.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-10-28 03:00:00,29/10/2019 04:00,O.M.M.P. SFAX,26/10/2019 15:00,--,varac solide:5120/,varac solide,5120.0,2019.0,10.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-10-28 04:00:00,01/11/2019 17:00,O.M.M.P. SFAX,26/10/2019 16:00,--,cereales:2860/,cereales,2860.0,2019.0,10.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-11-06 03:00:00,07/11/2019 04:00,O.M.M.P. SFAX,04/11/2019 15:00,--,varac solide:4000/conteneurs tonnage:750,varac solide,4000.0,2019.0,11.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-11-06 03:00:00,07/11/2019 04:00,O.M.M.P. SFAX,04/11/2019 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2019.0,11.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-11-08 21:00:00,11/11/2019 10:00,O.M.M.P. SFAX,07/11/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480,varac liquide,3058.0,2019.0,11.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-11-13 03:00:00,14/11/2019 04:00,O.M.M.P. SFAX,11/11/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400,cereales,8830.0,2019.0,11.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-11-14 10:30:00,17/11/2019 10:30,O.M.M.P. SFAX,12/11/2019 22:30,--,conteneurs nombre EVP:400,conteneurs nombre EVP,400.0,2019.0,11.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-11-08 21:00:00,11/11/2019 10:00,O.M.M.P. SFAX,07/11/2019 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2019.0,11.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-11-13 03:00:00,14/11/2019 04:00,O.M.M.P. SFAX,11/11/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2019.0,11.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-11-14 10:30:00,17/11/2019 10:30,O.M.M.P. SFAX,12/11/2019 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2019.0,11.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-11-06 03:00:00,07/11/2019 04:00,O.M.M.P. SFAX,04/11/2019 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2019.0,11.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2019-11-08 00:00:00,11/11/2019 00:00,O.M.M.P. SFAX,06/11/2019 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2019.0,11.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-11-13 03:00:00,14/11/2019 04:00,O.M.M.P. SFAX,11/11/2019 15:00,--,varac solide:3400/conteneurs tonnage:150,varac solide,3400.0,2019.0,11.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-11-28 03:00:00,01/12/2019 17:00,O.M.M.P. SFAX,26/11/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2019.0,11.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-12-06 03:00:00,07/12/2019 04:00,O.M.M.P. SFAX,04/12/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400,cereales,12225.0,2019.0,12.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2019-11-25 19:00:00,28/11/2019 19:00,O.M.M.P. SFAX,24/11/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2019.0,11.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-11-28 03:00:00,29/11/2019 04:00,O.M.M.P. SFAX,26/11/2019 15:00,--,cereales:5400/Hydrocarbures:5163,cereales,5400.0,2019.0,11.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-11-28 09:00:00,01/12/2019 22:00,O.M.M.P. SFAX,26/11/2019 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2019.0,11.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2019-12-04 06:00:00,06/12/2019 18:00,O.M.M.P. SFAX,02/12/2019 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2019.0,12.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-12-06 03:00:00,07/12/2019 04:00,O.M.M.P. SFAX,04/12/2019 15:00,--,cereales:6860/conteneurs tonnage:390,cereales,6860.0,2019.0,12.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-11-28 03:00:00,29/11/2019 04:00,O.M.M.P. SFAX,26/11/2019 15:00,--,varac solide:5120/,varac solide,5120.0,2019.0,11.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-11-28 04:00:00,01/12/2019 17:00,O.M.M.P. SFAX,26/11/2019 16:00,--,cereales:2860/,cereales,2860.0,2019.0,11.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-12-06 03:00:00,07/12/2019 04:00,O.M.M.P. SFAX,04/12/2019 15:00,--,varac solide:4000/conteneurs tonnage:750,varac solide,4000.0,2019.0,12.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-12-06 03:00:00,07/12/2019 04:00,O.M.M.P. SFAX,04/12/2019 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2019.0,12.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-12-08 21:00:00,11/12/2019 10:00,O.M.M.P. SFAX,07/12/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480,varac liquide,3058.0,2019.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-12-13 03:00:00,14/12/2019 04:00,O.M.M.P. SFAX,11/12/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400,cereales,8830.0,2019.0,12.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-12-14 10:30:00,17/12/2019 10:30,O.M.M.P. SFAX,12/12/2019 22:30,--,conteneurs nombre EVP:400,conteneurs nombre EVP,400.0,2019.0,12.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-12-08 21:00:00,11/12/2019 10:00,O.M.M.P. SFAX,07/12/2019 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2019.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-12-13 03:00:00,14/12/2019 04:00,O.M.M.P. SFAX,11/12/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2019.0,12.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-12-14 10:30:00,17/12/2019 10:30,O.M.M.P. SFAX,12/12/2019 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2019.0,12.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-12-06 03:00:00,07/12/2019 04:00,O.M.M.P. SFAX,04/12/2019 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2019.0,12.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2019-12-08 00:00:00,11/12/2019 00:00,O.M.M.P. SFAX,06/12/2019 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2019.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-12-13 03:00:00,14/12/2019 04:00,O.M.M.P. SFAX,11/12/2019 15:00,--,varac solide:3400/conteneurs tonnage:150,varac solide,3400.0,2019.0,12.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-12-28 03:00:00,01/01/2019 17:00,O.M.M.P. SFAX,26/12/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2019.0,12.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-01-06 03:00:00,07/01/2019 04:00,O.M.M.P. SFAX,04/01/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400,cereales,12225.0,2019.0,1.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2019-12-25 19:00:00,28/12/2019 19:00,O.M.M.P. SFAX,24/12/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2019.0,12.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-12-28 03:00:00,29/12/2019 04:00,O.M.M.P. SFAX,26/12/2019 15:00,--,cereales:5400/Hydrocarbures:5163,cereales,5400.0,2019.0,12.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-12-28 09:00:00,01/01/2019 22:00,O.M.M.P. SFAX,26/12/2019 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2019.0,12.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2019-01-04 06:00:00,06/01/2019 18:00,O.M.M.P. SFAX,02/01/2019 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2019.0,1.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-01-06 03:00:00,07/01/2019 04:00,O.M.M.P. SFAX,04/01/2019 15:00,--,cereales:6860/conteneurs tonnage:390,cereales,6860.0,2019.0,1.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2019-12-28 03:00:00,29/12/2019 04:00,O.M.M.P. SFAX,26/12/2019 15:00,--,varac solide:5120/,varac solide,5120.0,2019.0,12.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2019-12-28 04:00:00,01/01/2019 17:00,O.M.M.P. SFAX,26/12/2019 16:00,--,cereales:2860/,cereales,2860.0,2019.0,12.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-01-06 03:00:00,07/01/2019 04:00,O.M.M.P. SFAX,04/01/2019 15:00,--,varac solide:4000/conteneurs tonnage:750,varac solide,4000.0,2019.0,1.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-01-06 03:00:00,07/01/2019 04:00,O.M.M.P. SFAX,04/01/2019 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2019.0,1.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-01-08 21:00:00,11/01/2019 10:00,O.M.M.P. SFAX,07/01/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480,varac liquide,3058.0,2019.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-01-13 03:00:00,14/01/2019 04:00,O.M.M.P. SFAX,11/01/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400,cereales,8830.0,2019.0,1.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-01-14 10:30:00,17/01/2019 10:30,O.M.M.P. SFAX,12/01/2019 22:30,--,conteneurs nombre EVP:400,conteneurs nombre EVP,400.0,2019.0,1.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2019-01-08 21:00:00,11/01/2019 10:00,O.M.M.P. SFAX,07/01/2019 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2019.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-01-13 03:00:00,14/01/2019 04:00,O.M.M.P. SFAX,11/01/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2019.0,1.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2019-01-14 10:30:00,17/01/2019 10:30,O.M.M.P. SFAX,12/01/2019 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2019.0,1.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2019-01-06 03:00:00,07/01/2019 04:00,O.M.M.P. SFAX,04/01/2019 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2019.0,1.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2019-01-08 00:00:00,11/01/2019 00:00,O.M.M.P. SFAX,06/01/2019 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2019.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2019-01-13 03:00:00,14/01/2019 04:00,O.M.M.P. SFAX,11/01/2019 15:00,--,varac solide:3400/conteneurs tonnage:150,varac solide,3400.0,2019.0,1.0,13.0
Nom du port,Nom du Navire,Voyage,Voyage local,Service,,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import,Import,,2017.9729166666666,5.9319444444444445,14.050694444444444
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-02-28 03:00:00,01/03/2018 17:00,O.M.M.P. SFAX,26/02/2018 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2018.0,2.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-03-06 03:00:00,07/03/2018 04:00,O.M.M.P. SFAX,04/03/2018 15:00,--,cereales:12225/conteneurs nombre EVP:450,cereales,12225.0,2018.0,3.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2018-02-25 19:00:00,28/02/2018 19:00,O.M.M.P. SFAX,24/02/2018 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2018.0,2.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2018-02-28 03:00:00,29/02/2018 04:00,O.M.M.P. SFAX,26/02/2018 15:00,--,cereales:5450/Hydrocarbures:5163,cereales,5450.0,2018.0,2.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-02-28 09:00:00,01/03/2018 22:00,O.M.M.P. SFAX,26/02/2018 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2018.0,2.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2018-03-04 06:00:00,06/03/2018 18:00,O.M.M.P. SFAX,02/03/2018 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2018.0,3.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-03-06 03:00:00,07/03/2018 04:00,O.M.M.P. SFAX,04/03/2018 15:00,--,cereales:6860/conteneurs tonnage:480,cereales,6860.0,2018.0,3.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2018-02-28 03:00:00,29/02/2018 04:00,O.M.M.P. SFAX,26/02/2018 15:00,--,varac solide:5120/,varac solide,5120.0,2018.0,2.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-02-28 04:00:00,01/03/2018 17:00,O.M.M.P. SFAX,26/02/2018 16:00,--,cereales:2860/voitures:2900,cereales,2860.0,2018.0,2.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-03-06 03:00:00,07/03/2018 04:00,O.M.M.P. SFAX,04/03/2018 15:00,--,varac solide:4500/conteneurs tonnage:750,varac solide,4500.0,2018.0,3.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-03-06 03:00:00,07/03/2018 04:00,O.M.M.P. SFAX,04/03/2018 15:00,--,conteneurs nombre EVP:260,conteneurs nombre EVP,260.0,2018.0,3.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2018-03-08 21:00:00,11/03/2018 10:00,O.M.M.P. SFAX,07/03/2018 09:00,--,varac liquide:3058/conteneurs tonnage:480,varac liquide,3058.0,2018.0,3.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-03-13 03:00:00,14/03/2018 04:00,O.M.M.P. SFAX,11/03/2018 15:00,--,cereales:8830/conteneurs nombre EVP:450,cereales,8830.0,2018.0,3.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2018-03-14 10:30:00,17/03/2018 10:30,O.M.M.P. SFAX,12/03/2018 22:30,--,conteneurs nombre EVP:450,conteneurs nombre EVP,450.0,2018.0,3.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2018-03-08 21:00:00,11/03/2018 10:00,O.M.M.P. SFAX,07/03/2018 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2018.0,3.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-03-13 03:00:00,14/03/2018 04:00,O.M.M.P. SFAX,11/03/2018 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2018.0,3.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2018-03-14 10:30:00,17/03/2018 10:30,O.M.M.P. SFAX,12/03/2018 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2018.0,3.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-03-06 03:00:00,07/03/2018 04:00,O.M.M.P. SFAX,04/03/2018 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2018.0,3.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2018-03-08 00:00:00,11/03/2018 00:00,O.M.M.P. SFAX,06/03/2018 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2018.0,3.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-03-13 03:00:00,14/03/2018 04:00,O.M.M.P. SFAX,11/03/2018 15:00,--,varac solide:3450/conteneurs tonnage:350,varac solide,3450.0,2018.0,3.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-01-28 03:00:00,01/02/2018 17:00,O.M.M.P. SFAX,26/01/2018 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2018.0,1.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-02-06 03:00:00,07/02/2018 04:00,O.M.M.P. SFAX,04/02/2018 15:00,--,cereales:12225/conteneurs nombre EVP:450,cereales,12225.0,2018.0,2.0,6.0
